target,prime,rt,key,participant,prof,primetype,relationtype,rtprime,months,immersion,years,age
ПЛАКАТЬ,плакать,0.6505,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ВЫБРАТЬ,выбрать,1.403,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ВСТРЕЧАТЬ,встречать,0.82,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
КРИЧАТЬ,кричать,1.1864,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СООБЩИТЬ,сообщить,0.7807,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
УБИТЬ,убить,0.7031,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
БЕЖАТЬ,бежать,0.6978,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
БРОСИТЬ,бросить,0.6366,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ПОНЯТЬ,понять,0.9073,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
НАЧАТЬ,начать,0.7704,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ПИСАТЬ,писать,0.6937,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СЛЫШАТЬ,слышать,0.6711,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ПОМНИТЬ,помнить,0.9407,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
УЗНАТЬ,узнать,0.9995,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ОЖИДАТЬ,ожидать,1.0993,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СНИМАТЬ,снимать,1.0602,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ЗАБЫТЬ,забыть,0.763,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СОБРАТЬ,собрать,0.7153,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
